"","name","id","name_type","class","mass","fall","year","lat","long","geolocation","housenumber","street","city","state","zip","country"
"565","Mafra",15383,"Valid","L3-4",600,"Fell",1941,-26.16667,-49.93333,"(-26.16667, -49.93333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"566","Magnesia",15386,"Valid","Iron, IAB-sHL",5000,"Fell",1899,37.86667,27.51667,"(37.86667, 27.51667)","House Number Not Found","Street Not Found","Gümüs Yeniköy","Aydin","09700","Turkey"
"567","Magombedze",15387,"Valid","H3-5",666.6,"Fell",1990,-19.48333,31.65,"(-19.48333, 31.65)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"568","Mahadevpur",47361,"Valid","H4/5",70500,"Fell",2007,27.66667,95.78333,"(27.66667, 95.78333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"569","Maigatari-Danduma",30751,"Valid","H5/6",4629,"Fell",2004,12.83333,9.38333,"(12.83333, 9.38333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"570","Malaga",15393,"Valid","OC",150,"Fell",1933,32.21667,-104,"(32.21667, -104.0)","House Number Not Found","Street Not Found","Pierce Canyon Crossing","New Mexico","Postcode Not Found","United States of America"
"571","Malakal",15394,"Valid","L5",2000,"Fell",1970,9.5,31.75,"(9.5, 31.75)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"572","Malampaka",15395,"Valid","H",470,"Fell",1930,-3.13333,33.51667,"(-3.13333, 33.51667)","House Number Not Found","Street Not Found","Malampaka","Simiyu","Postcode Not Found","Tanzania"
"573","Malotas",15397,"Valid","H5",NA,"Fell",1931,-28.93333,-63.23333,"(-28.93333, -63.23333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"574","Malvern",15400,"Valid","Eucrite-pmict",807,"Fell",1933,-29.45,26.76667,"(-29.45, 26.76667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"575","Mamra Springs",15401,"Valid","L6",1000,"Fell",1927,45.21667,62.08333,"(45.21667, 62.08333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"576","Manbhoom",15402,"Valid","LL6",1700,"Fell",1863,23.05,86.7,"(23.05, 86.7)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"577","Manegaon",15403,"Valid","Diogenite",50,"Fell",1843,20.96667,76.1,"(20.96667, 76.1)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"578","Mangwendi",15405,"Valid","LL6",22300,"Fell",1934,-17.65,31.6,"(-17.65, 31.6)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"579","Manych",15409,"Valid","LL3.4",3555,"Fell",1951,45.81667,44.63333,"(45.81667, 44.63333)","House Number Not Found","<U+0443><U+043B><U+0438><U+0446><U+0430> <U+0411><U+0440><U+0430><U+0442><U+044C><U+0435><U+0432> <U+0413><U+0443><U+0440><U+0442><U+0435><U+0435><U+0432><U+044B><U+0445>","Iki Burul","Republic of Kalmykia","359130","Russia"
"580","Mardan",15414,"Valid","H5",4500,"Fell",1948,34.23333,72.08333,"(34.23333, 72.08333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"581","Mariaville",15419,"Valid","Iron",340,"Fell",1898,42.71667,-99.38333,"(42.71667, -99.38333)","House Number Not Found","State Highway 137","Newport","Nebraska","68759","United States of America"
"582","Maribo",48973,"Valid","CM2",25.81,"Fell",2009,54.76183,11.46745,"(54.76183, 11.46745)","House Number Not Found","Street Not Found","Hillested","Region Zealand","Postcode Not Found","Denmark"
"583","Maridi",15421,"Valid","H6",3200,"Fell",1941,4.66667,29.25,"(4.66667, 29.25)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"584","Marilia",15422,"Valid","H4",2500,"Fell",1971,-22.25,-49.93333,"(-22.25, -49.93333)","House Number Not Found","Street Not Found","Marília","São Paulo","17519-341","Brazil"
"585","Marion (Iowa)",15424,"Valid","L6",28400,"Fell",1847,41.9,-91.6,"(41.9, -91.6)","House Number Not Found","Street Not Found","Summit","Iowa","52227","United States of America"
"586","Marjalahti",15426,"Valid","Pallasite, PMG",45000,"Fell",1902,61.5,30.5,"(61.5, 30.5)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"587","Marmande",15429,"Valid","L5",3000,"Fell",1848,44.5,0.15,"(44.5, 0.15)","39","Rue de la Libération","Marmande","New Aquitaine","47200","France"
"588","Maromandia",15430,"Valid","L6",6000,"Fell",2002,-14.2,48.1,"(-14.2, 48.1)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"589","Maryville",15436,"Valid","L6",1443,"Fell",1983,35.8,-84.1,"(35.8, -84.1)","House Number Not Found","Street Not Found","Castaway Cove","Tennessee","37777","United States of America"
"590","Mascombes",15438,"Valid","L6",1000,"Fell",1836,45.36667,1.86667,"(45.36667, 1.86667)","House Number Not Found","Street Not Found","Corrèze","New Aquitaine","19800","France"
"591","Mason Gully",53653,"Valid","H5",24.54,"Fell",2010,0,0,"(0.0, 0.0)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"592","Mässing",15443,"Valid","Howardite",1600,"Fell",1803,48.13333,12.61667,"(48.13333, 12.61667)","House Number Not Found","Street Not Found","Garching an der Alz","Bavaria","84518","Germany"
"593","Mauerkirchen",15446,"Valid","L6",19000,"Fell",1768,48.18333,13.13333,"(48.18333, 13.13333)","37","Street Not Found","Spitzenberg","Upper Austria","5270","Austria"
"594","Mauritius",15447,"Valid","L6",220,"Fell",1801,-20,57,"(-20.0, 57.0)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"595","Mayo Belwa",15451,"Valid","Aubrite",4850,"Fell",1974,8.96667,12.08333,"(8.96667, 12.08333)","House Number Not Found","Street Not Found","City Not Found","Adamawa","Postcode Not Found","Nigeria"
"596","Mazapil",15453,"Valid","Iron, IAB-sLL",4000,"Fell",1885,24.68333,-101.68333,"(24.68333, -101.68333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"597","Maziba",15454,"Valid","L6",4975,"Fell",1942,-1.21667,30,"(-1.21667, 30.0)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"598","Mbale",15455,"Valid","L5/6",150000,"Fell",1992,1.06667,34.16667,"(1.06667, 34.16667)","House Number Not Found","arthur nagimesi","Mbale","Mbale","MBALE","Uganda"
"599","Medanitos",15467,"Valid","Eucrite-cm",31,"Fell",1953,-27.25,-67.5,"(-27.25, -67.5)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"600","Meerut",15469,"Valid","H5",22,"Fell",1861,29.01667,77.8,"(29.01667, 77.8)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"601","Meester-Cornelis",15470,"Valid","H5",24750,"Fell",1915,-6.23333,106.88333,"(-6.23333, 106.88333)","House Number Not Found","Gang Remaja","Jakarta Special Capital Region","State Not Found","13420","Indonesia"
"602","Menow",15485,"Valid","H4",10500,"Fell",1862,53.18333,13.15,"(53.18333, 13.15)","House Number Not Found","Street Not Found","Fürstenberg/Havel","Brandenburg","16798","Germany"
"603","Menziswyl",15486,"Valid","L5",28.9,"Fell",1903,46.81867,7.21817,"(46.81867, 7.21817)","36","Hubelweg","Tafers","Fribourg","1712","Switzerland"
"604","Mern",15489,"Valid","L6",4000,"Fell",1878,55.05,12.06667,"(55.05, 12.06667)","House Number Not Found","Street Not Found","Mern","Region Zealand","4735","Denmark"
"605","Meru",15491,"Valid","LL6",6000,"Fell",1945,0,37.66667,"(0.0, 37.66667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"606","Merua",15492,"Valid","H5",71400,"Fell",1920,25.48333,81.98333,"(25.48333, 81.98333)","House Number Not Found","Street Not Found","Sahson","Uttar Pradesh","Postcode Not Found","India"
"607","Messina",15495,"Valid","L5",2405,"Fell",1955,38.18333,15.56667,"(38.18333, 15.56667)","House Number Not Found","Via Maddalena","Messina","Sicily","98123","Italy"
"608","Meuselbach",16626,"Valid","L6",870,"Fell",1897,50.58333,11.1,"(50.58333, 11.1)","65","Karl-Marx-Straße","Schwarzatal","Thuringia","98746","Germany"
"609","Mezel",16627,"Valid","L6",1300,"Fell",1949,45.76667,3.25,"(45.76667, 3.25)","House Number Not Found","Street Not Found","Mur-sur-Allier","Auvergne-Rhône-Alpes","63111","France"
"610","Mezö-Madaras",16628,"Valid","L3.7",22700,"Fell",1852,46.5,25.73333,"(46.5, 25.73333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"611","Mhow",16629,"Valid","L6",350,"Fell",1827,25.9,83.61667,"(25.9, 83.61667)","House Number Not Found","Street Not Found","Mau","Uttar Pradesh","275101","India"
"612","Mianchi",16631,"Valid","H5",1100,"Fell",1980,34.8,111.7,"(34.8, 111.7)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"613","Middlesbrough",16632,"Valid","L6",1600,"Fell",1881,54.56667,-1.16667,"(54.56667, -1.16667)","54","Sycamore Crescent","Lackenby","England","TS6 0DP","United Kingdom"
"614","Mifflin",52090,"Valid","L5",3584,"Fell",2010,42.9075,-90.36556,"(42.9075, -90.36556)","House Number Not Found","Street Not Found","City Not Found","Wisconsin","53580","United States of America"
"615","Mighei",16634,"Valid","CM2",8000,"Fell",1889,48.06667,30.96667,"(48.06667, 30.96667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"616","Mihonoseki",16635,"Valid","L6",6380,"Fell",1992,35.56833,133.22,"(35.56833, 133.22)","House Number Not Found","Street Not Found","Matsue","Shimane Prefecture","684-0004","Japan"
"617","Mike",16636,"Valid","L6",224.2,"Fell",1944,46.23333,17.53333,"(46.23333, 17.53333)","House Number Not Found","Street Not Found","Mike","Transdanubia","7512","Hungary"
"618","Milena",16640,"Valid","L6",10000,"Fell",1842,46.18333,16.1,"(46.18333, 16.1)","House Number Not Found","Street Not Found","Grad Lobor","State Not Found","49253","Croatia"
"619","Millbillillie",16643,"Valid","Eucrite-mmict",330000,"Fell",1960,-26.45,120.36667,"(-26.45, 120.36667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"620","Miller (Arkansas)",16645,"Valid","H5",16700,"Fell",1930,35.4,-92.05,"(35.4, -92.05)","House Number Not Found","Street Not Found","Hopewell","Arkansas","72137","United States of America"
"621","Minamino",16692,"Valid","L",1040,"Fell",1632,35.07833,136.93333,"(35.07833, 136.93333)","House Number Not Found","Street Not Found","Nagoya","Aichi Prefecture","457-0822","Japan"
"622","Mineo",16696,"Valid","Pallasite",42,"Fell",1826,37.28333,14.7,"(37.28333, 14.7)","House Number Not Found","Street Not Found","Mineo","Sicily","95044","Italy"
"623","Min-Fan-Zhun",16697,"Valid","LL6",5500,"Fell",1952,32.33333,120.66667,"(32.33333, 120.66667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"624","Minnichhof",16700,"Valid","OC",550,"Fell",1905,47.7,16.6,"(47.7, 16.6)","House Number Not Found","Street Not Found","Sopron","Transdanubia","9400","Hungary"
"625","Mirzapur",16701,"Valid","L5",8510,"Fell",1910,25.68333,83.25,"(25.68333, 83.25)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"626","Misshof",16703,"Valid","H5",5800,"Fell",1890,56.66667,23,"(56.66667, 23.0)","House Number Not Found","Street Not Found","Biksti","Zemgale","Postcode Not Found","Latvia"
"627","Mjelleim",16707,"Valid","H",100.7,"Fell",1898,61.73333,5.93333,"(61.73333, 5.93333)","1813","Hyevegen","Hyen","Sogn og Fjordane","6829","Norway"
"628","Mocs",16709,"Valid","L5-6",3e+05,"Fell",1882,46.8,24.03333,"(46.8, 24.03333)","House Number Not Found","Street Not Found","Mociu","Cluj","407428","Romania"
"629","Modoc (1905)",16711,"Valid","L6",35000,"Fell",1905,38.5,-101.1,"(38.5, -101.1)","House Number Not Found","Street Not Found","Modoc","Kansas","67871","United States of America"
"630","Mokoia",16713,"Valid","CV3",4500,"Fell",1908,-39.63333,174.4,"(-39.63333, 174.4)","148","Ingahape Road","City Not Found","Taranaki","4672","New Zealand"
"631","Molina",16715,"Valid","H5",144000,"Fell",1858,38.11667,-1.16667,"(38.11667, -1.16667)","House Number Not Found","Street Not Found","Molina de Segura","Region of Murcia","30509","Spain"
"632","Molteno",16717,"Valid","Howardite",150,"Fell",1953,-31.25,26.46667,"(-31.25, 26.46667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"633","Monahans (1998)",16719,"Valid","H5",2587,"Fell",1998,31.60833,-102.85833,"(31.60833, -102.85833)","House Number Not Found","Street Not Found","City Not Found","Texas","Postcode Not Found","United States of America"
"634","Monroe",16720,"Valid","H4",8600,"Fell",1849,35.25,-80.5,"(35.25, -80.5)","House Number Not Found","Street Not Found","Cabarrus","North Carolina","28107","United States of America"
"635","Monte das Fortes",16725,"Valid","L5",4885,"Fell",1950,38.01667,-8.25,"(38.01667, -8.25)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"636","Monte Milone",16726,"Valid","L5",3130,"Fell",1846,43.26667,13.35,"(43.26667, 13.35)","House Number Not Found","Via Roma","Pollenza","Marche","Postcode Not Found","Italy"
"637","Montferré",16727,"Valid","H5",149000,"Fell",1923,43.39056,1.9625,"(43.39056, 1.9625)","House Number Not Found","Street Not Found","Tréville","Occitania","11400","France"
"638","Montlivault",16729,"Valid","L6",500,"Fell",1838,47.63333,1.58333,"(47.63333, 1.58333)","House Number Not Found","Street Not Found","Thoury","Centre-Loire Valley","41220","France"
"639","Monze",16733,"Valid","L6",NA,"Fell",1950,-15.96667,27.35,"(-15.96667, 27.35)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"640","Moore County",16736,"Valid","Eucrite-cm",1880,"Fell",1913,35.41667,-79.38333,"(35.41667, -79.38333)","House Number Not Found","Street Not Found","City Not Found","North Carolina","Postcode Not Found","United States of America"
"641","Mooresfort",16737,"Valid","H5",3520,"Fell",1810,52.45,-8.33333,"(52.45, -8.33333)","House Number Not Found","Street Not Found","The Municipal District of Cahir — Cashel","State Not Found","Postcode Not Found","Ireland"
"642","Moorleah",16738,"Valid","L6",8887.5,"Fell",1930,-40.975,145.6,"(-40.975, 145.6)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"643","Moradabad",16740,"Valid","L6",70,"Fell",1808,28.78333,78.83333,"(28.78333, 78.83333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"644","Morávka",16742,"Valid","H5",633,"Fell",2000,49.6,18.53333,"(49.6, 18.53333)","253","Street Not Found","Morávka","Moravia-Silesia","73904","Czech Republic"
"645","Mornans",16747,"Valid","H5",1300,"Fell",1875,44.6,5.13333,"(44.6, 5.13333)","House Number Not Found","Street Not Found","Mornans","Auvergne-Rhône-Alpes","26460","France"
"646","Moss",36592,"Valid","CO3.6",3763,"Fell",2006,59.43333,10.7,"(59.43333, 10.7)","House Number Not Found","Street Not Found","Dilling","Østfold","1596","Norway"
"647","Moti-ka-nagla",16759,"Valid","H6",1500,"Fell",1868,26.83333,77.33333,"(26.83333, 77.33333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"648","Motta di Conti",16762,"Valid","H4",9150,"Fell",1868,45.2,8.5,"(45.2, 8.5)","House Number Not Found","Street Not Found","Villanova Monferrato","Piemont","13010","Italy"
"649","Mount Browne",16766,"Valid","H6",11300,"Fell",1902,-29.8,141.7,"(-29.8, 141.7)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"650","Mount Tazerzait",16804,"Valid","L5",110000,"Fell",1991,18.7,4.8,"(18.7, 4.8)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"651","Mount Vaisi",16805,"Valid","Stone-uncl",17000,"Fell",1637,44.08333,6.86667,"(44.08333, 6.86667)","House Number Not Found","Street Not Found","Guillaumes","Provence-Alpes-Côte d'Azur","06470","France"
"652","Mtola",16820,"Valid","Stone-uncl",1100,"Fell",1944,-11.5,33.5,"(-11.5, 33.5)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"653","Muddoor",16841,"Valid","L5",4400,"Fell",1865,12.63333,77.01667,"(12.63333, 77.01667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"654","Mulletiwu",16851,"Valid","L",25.5,"Fell",1795,9.33333,80.83333,"(9.33333, 80.83333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"655","Muraid",16874,"Valid","L6",4703,"Fell",1924,24.5,90.21667,"(24.5, 90.21667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"656","Murchison",16875,"Valid","CM2",1e+05,"Fell",1969,-36.61667,145.2,"(-36.61667, 145.2)","House Number Not Found","Street Not Found","Murchison","Victoria","3610","Australia"
"657","Murray",16882,"Valid","CM2",12600,"Fell",1950,36.6,-88.1,"(36.6, -88.1)","House Number Not Found","Street Not Found","Hamlin","Kentucky","42046","United States of America"
"658","Muzaffarpur",16885,"Valid","Iron, IAB-sHL",1245,"Fell",1964,26.13333,85.53333,"(26.13333, 85.53333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"659","Myhee Caunta",16887,"Valid","OC",NA,"Fell",1842,23.05,72.63333,"(23.05, 72.63333)","House Number Not Found","Street Not Found","Ahmedabad","Gujarat","382345","India"
"660","Nadiabondi",16889,"Valid","H5",8165,"Fell",1956,12,1,"(12.0, 1.0)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"661","Nagai",16890,"Valid","L6",1810,"Fell",1922,38.12167,140.06167,"(38.12167, 140.06167)","House Number Not Found","Street Not Found","Nagai","Yamagata Prefecture","993-0014","Japan"
"662","Nagaria",16892,"Valid","Eucrite-cm",20,"Fell",1875,26.98333,78.21667,"(26.98333, 78.21667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"663","Nagy-Borové",16893,"Valid","L5",6100,"Fell",1895,49.16667,19.5,"(49.16667, 19.5)","House Number Not Found","stará cesta","District of Liptovský Mikuláš","Region of Žilina","032 23","Slovakia"
"664","Nakhla",16898,"Valid","Martian (nakhlite)",10000,"Fell",1911,31.31667,30.35,"(31.31667, 30.35)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"665","Nakhon Pathom",16899,"Valid","L6",23200,"Fell",1923,13.73333,100.08333,"(13.73333, 100.08333)","House Number Not Found","Street Not Found","Nakhon Pathom","Nakhon Pathom Province","73000","Thailand"
"666","Nammianthal",16902,"Valid","H5",4500,"Fell",1886,12.28333,79.2,"(12.28333, 79.2)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"667","Nan Yang Pao",16903,"Valid","L6",52900,"Fell",1917,35.66667,103.5,"(35.66667, 103.5)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"668","Nanjemoy",16904,"Valid","H6",7500,"Fell",1825,38.41667,-77.16667,"(38.41667, -77.16667)","House Number Not Found","Street Not Found","Hickory Hill","Maryland","20662","United States of America"
"669","Nantong",16907,"Valid","H6",529,"Fell",1984,32.11667,121.8,"(32.11667, 121.8)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"670","Naoki",16908,"Valid","H6",17000,"Fell",1928,19.25,77,"(19.25, 77.0)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"671","Naragh",16909,"Valid","H6",2700,"Fell",1974,33.75,51.5,"(33.75, 51.5)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"672","Narellan",16912,"Valid","L6",367.5,"Fell",1928,-34.05,150.68889,"(-34.05, 150.68889)","House Number Not Found","Arygle Street","Sydney","New South Wales","2570","Australia"
"673","Narni",16914,"Valid","Stone-uncl",NA,"Fell",920,42.51667,12.51667,"(42.51667, 12.51667)","House Number Not Found","Strada dei Tre Ponti","Narni","Umbria","05035","Italy"
"674","Nassirah",16922,"Valid","H4",347,"Fell",1936,-21.73333,165.9,"(-21.73333, 165.9)","House Number Not Found","Street Not Found","La Foa","State Not Found","98880","France"
"675","Nawapali",16927,"Valid","CM2",105,"Fell",1890,21.25,83.66667,"(21.25, 83.66667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"676","Neagari",16934,"Valid","L6",420,"Fell",1995,36.44917,136.46528,"(36.44917, 136.46528)","House Number Not Found","Street Not Found","Nomi","Ishikawa Prefecture","929-0113","Japan"
"677","Nedagolla",16935,"Valid","Iron, ungrouped",4500,"Fell",1870,18.68333,83.48333,"(18.68333, 83.48333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"678","Nejo",16941,"Valid","L6",2450,"Fell",1970,9.5,35.33333,"(9.5, 35.33333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"679","Nerft",16945,"Valid","L6",10250,"Fell",1864,56.5,21.5,"(56.5, 21.5)","House Number Not Found","Street Not Found","City Not Found","Courland","LV-3434","Latvia"
"680","Neuschwanstein",16950,"Valid","EL6",6189,"Fell",2002,47.525,10.80833,"(47.525, 10.80833)","House Number Not Found","Bleckenaustraße","Schwangau","Bavaria","87645","Germany"
"681","New Concord",16953,"Valid","L6",230000,"Fell",1860,40,-81.76667,"(40.0, -81.76667)","House Number Not Found","Street Not Found","New Concord","Ohio","43762","United States of America"
"682","New Halfa",16954,"Valid","L4",12000,"Fell",1994,15.36667,35.68333,"(15.36667, 35.68333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"683","New Orleans",16960,"Valid","H5",19256,"Fell",2003,29.94718,-90.10976,"(29.94718, -90.10976)","House Number Not Found","Street Not Found","New Orleans","Louisiana","70125","United States of America"
"684","Ngawi",16966,"Valid","LL3.6",1393,"Fell",1883,-7.45,111.41667,"(-7.45, 111.41667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"685","N'Goureyma",16968,"Valid","Iron, ungrouped",37500,"Fell",1900,13.85,-4.38333,"(13.85, -4.38333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"686","Nicorps",16970,"Valid","Stone-uncl",NA,"Fell",1750,49.03333,-1.43333,"(49.03333, -1.43333)","House Number Not Found","Street Not Found","Coutances","Normandy","50200","France"
"687","Nikolaevka",16976,"Valid","H4",3996,"Fell",1935,52.45,78.63333,"(52.45, 78.63333)","9","<U+042E><U+0436><U+043D><U+0430><U+044F> <U+0443><U+043B><U+0438><U+0446><U+0430>","<U+041D><U+0438><U+043A><U+043E><U+043B><U+0430><U+0435><U+0432><U+043A><U+0430>","Pavlodar Region","Postcode Not Found","Kazakhstan"
"688","Nikolskoe",16977,"Valid","L4",6000,"Fell",1954,56.11667,37.33333,"(56.11667, 37.33333)","House Number Not Found","<U+041C><U+0430><U+0441><U+0442><U+0435><U+0440> 15 <U+043A><U+043C>","City Not Found","Moscow Oblast","141895","Russia"
"689","Ningbo",16980,"Valid","Iron, IVA",14250,"Fell",1975,29.86667,121.48333,"(29.86667, 121.48333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"690","Ningqiang",16981,"Valid","C3-ung",4610,"Fell",1983,32.925,105.90667,"(32.925, 105.90667)","House Number Not Found","Street Not Found","City Not Found","Shaanxi","723000","China"
"691","Nio",16982,"Valid","H3-4",467,"Fell",1897,34.2,131.56667,"(34.2, 131.56667)","House Number Not Found","Street Not Found","Yamaguchi","Yamaguchi Prefecture","Postcode Not Found","Japan"
"692","N'Kandhla",16983,"Valid","Iron, IID",17200,"Fell",1912,-28.56667,30.7,"(-28.56667, 30.7)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"693","Nobleborough",16984,"Valid","Eucrite-pmict",2300,"Fell",1823,44.08333,-69.48333,"(44.08333, -69.48333)","House Number Not Found","Street Not Found","Winslow Hill","Maine","04555","United States of America"
"694","Noblesville",16985,"Valid","H4-6",483.7,"Fell",1991,40.08528,-86.055,"(40.08528, -86.055)","House Number Not Found","Street Not Found","Noblesville","Indiana","46062","United States of America"
"695","Nogata",16988,"Valid","L6",472,"Fell",860,33.725,130.75,"(33.725, 130.75)","House Number Not Found","<U+7530><U+5DDD><U+76F4><U+65B9><U+7DDA>","Noogata","Fukuoka Prefecture","807-1313","Japan"
"696","Nogoya",16989,"Valid","CM2",4000,"Fell",1879,-32.36667,-59.83333,"(-32.36667, -59.83333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"697","Norfork",16994,"Valid","Iron, IIIAB",1050,"Fell",1918,36.21667,-92.26667,"(36.21667, -92.26667)","House Number Not Found","Street Not Found","Norfork Village","Arkansas","72653:72658","United States of America"
"698","Norton County",17922,"Valid","Aubrite",1100000,"Fell",1948,39.68333,-99.86667,"(39.68333, -99.86667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"699","Noventa Vicentina",17930,"Valid","H4",177,"Fell",1971,45.29167,11.52722,"(45.29167, 11.52722)","House Number Not Found","Street Not Found","Noventa Vicentina","Veneto","36025","Italy"
"700","Novo-Urei",17933,"Valid","Ureilite",1900,"Fell",1886,54.81667,46,"(54.81667, 46.0)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"701","Novy-Ergi",17934,"Valid","Stone-uncl",NA,"Fell",1662,58.55,31.33333,"(58.55, 31.33333)","19","<U+0443><U+043B><U+0438><U+0446><U+0430> <U+0414><U+0435><U+0440><U+0436><U+0430><U+0432><U+0438><U+043D><U+0430>","Veliky Novgorod","Novgorod Oblast","173020","Russia"
"702","Novy-Projekt",17935,"Valid","OC",1001,"Fell",1908,56,22,"(56.0, 22.0)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"703","Noyan-Bogdo",17936,"Valid","L6",250,"Fell",1933,42.91667,102.46667,"(42.91667, 102.46667)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"704","Nuevo Mercurio",17938,"Valid","H5",50000,"Fell",1978,24.3,-102.13333,"(24.3, -102.13333)","House Number Not Found","Street Not Found","City Not Found","State Not Found","Postcode Not Found","Country Not Found"
"705","Nulles",17959,"Valid","H6",5000,"Fell",1851,41.63333,0.75,"(41.63333, 0.75)","House Number Not Found","Street Not Found","Bell-lloc d'Urgell","Catalonia","Postcode Not Found","Spain"
